"genotype"	"cell.width"	"cell.height"	"treatment"
"XA53"	46.1108743540943	1.04454042101279	"A"
"XA53"	11.8007443723269	89.1345493005589	"A"
"XA53"	46.9199775200337	95.965966285672	"B"
"control"	35.8362910672091	73.8054603884928	"B"
"XA53"	54.8904967935756	98.1176732251421	"A"
"XA53"	5.92168055521324	32.8208265266381	"B"
"XA53"	70.8572667430155	30.9792770133354	"A"
"XA53"	33.8527701674029	24.9067197036929	"A"
"control"	69.0283705072477	65.8210094297305	"B"
"XA53"	77.8307011890225	77.0102429525927	"A"
"XA53"	34.8756307225674	5.82016304237768	"A"
"XA53"	50.9280039913952	98.8709268521518	"A"
"XA53"	43.9266277351417	57.9464524720795	"B"
"XA53"	97.8157688166946	41.9597439840436	"A"
"XA53"	63.147252052743	24.1257169439457	"B"
"control"	55.9686721804552	25.0888384831138	"B"
"XA53"	46.8635859224945	12.0993100292049	"A"
"control"	27.95421781037	57.0931606709026	"B"
"control"	60.1051799539477	33.0893414233811	"B"
"XA53"	17.1520192218013	40.9331786751747	"A"
"XA53"	11.8558200949803	1.0773288751021	"A"
"XA53"	57.0375548298471	73.8595097447746	"B"
"XA53"	69.1396919121966	3.86138211097568	"A"
"XA53"	53.1595697709359	78.0451626281254	"A"
"XA53"	69.0848363274708	70.0958559228107	"A"
"XA53"	20.0650838855654	51.8129306036048	"B"
"XA53"	79.1338998131454	28.8734845675528	"B"
"control"	64.1913426553831	64.0205585980788	"B"
"XA53"	43.8080118327402	81.8781657626852	"B"
"XA53"	21.8106996784918	75.9350901122205	"A"
"XA53"	74.0910456109792	90.0120944362134	"A"
"XA53"	66.9436978459358	32.0917861904949	"A"
"control"	36.0423269987106	66.1137629019097	"B"
"control"	54.0448221000843	58.8959713623859	"A"
"XA53"	93.8597543313168	51.8788642182015	"B"
"XA53"	81.8230743345805	89.9182892096229	"A"
"XA53"	96.9261270966381	47.1452696830966	"B"
"XA53"	83.1498197721317	21.0017757660709	"B"
"XA53"	65.0571492809802	82.9655206226744	"B"
"XA53"	77.9838515334763	11.1379079050384	"A"
"XA53"	5.95334319444373	12.1020127073862	"B"
"XA53"	92.9030321353115	64.1738790301606	"B"
"XA53"	96.9262255002745	33.8324353554286	"A"
"XA53"	15.156430705823	99.1091836732812	"B"
"XA53"	25.929423550237	5.88531576106325	"B"
"control"	43.9368940471672	45.0198253368028	"B"
"XA53"	70.9732797992416	51.9939047730528	"B"
"XA53"	82.8581843807362	74.0278697124682	"A"
"XA53"	26.8687131669372	69.902816613391	"A"
"XA53"	82.0170808544382	24.1478909893893	"B"
"XA53"	21.0340561652556	13.0078511918895	"B"
"XA53"	2.92516889236867	43.8297489648685	"A"
"control"	42.8849833564833	61.0354754580185	"A"
"XA53"	97.0552934155799	62.0676336993463	"A"
"XA53"	73.0282687899657	74.0184543387964	"B"
"XA53"	77.9647569727153	57.9289838409051	"A"
"XA53"	54.004336992465	9.82949141524732	"A"
"control"	37.0965826531872	36.975883939676	"B"
"XA53"	93.109693501424	25.1447023033164	"B"
"XA53"	2.05770751386881	60.1592250199988	"B"
"XA53"	19.8169801583514	61.9632318058982	"B"
"XA53"	12.1363190324046	7.01945937937126	"A"
"XA53"	3.00232581859454	35.1025613336824	"B"
"control"	65.1621634929441	62.8991221650504	"A"
"XA53"	87.819483230263	42.1267029067501	"A"
"XA53"	11.8082881681621	19.944485287834	"B"
"XA53"	59.8368518395349	57.9176156085916	"B"
"XA53"	83.972525185626	95.0840059154667	"A"
"XA53"	73.0044717043638	25.8244325120933	"B"
"control"	72.8157933830284	46.0352058351971	"A"
"XA53"	81.1326417889446	4.06889155264944	"A"
"XA53"	89.0992133482359	NA	"A"
"XA53"	96.884138600342	1.16063303267583	"B"
"XA53"	15.1615618777461	65.8076657261699	"B"
"XA53"	11.861562324129	37.9832371217199	"A"
"XA53"	85.1759464496747	64.1564794247039	"B"
"control"	36.9495651066303	49.1613620717078	"A"
"XA53"	98.1324564243667	56.8931243979372	"B"
"control"	49.9441829805262	65.8648481544107	"B"
"XA53"	98.039885054715	38.0814240373671	"B"
"XA53"	6.13575270865113	68.0492360088043	"A"
"XA53"	3.09921192806214	77.0370700823143	"B"
"XA53"	95.8694936687127	2.82263220222667	"B"
"XA53"	87.8752197958529	49.1893330031075	"B"
"XA53"	47.062243116647	80.0303294843994	"B"
"XA53"	9.01303244726732	50.9405646200292	"A"
"XA53"	6.06163175413385	8.96711844308302	"A"
"XA53"	44.0700485913083	22.8230819327757	"B"
"XA53"	8.14132605539635	95.8959214994684	"A"
"XA53"	21.9073817887343	23.1527426000684	"A"
"XA53"	3.07735679456964	28.1568154458888	"B"
"XA53"	83.1099177207798	61.0213685797527	"A"
"XA53"	96.1287389796227	58.8017638139427	"A"
"control"	38.176977486629	NA	"A"
"XA53"	87.9137826615945	11.0304829861969	"B"
"XA53"	5.86461564423516	9.87192783495411	"B"
"XA53"	86.8218305275775	42.1549064606428	"A"
"XA53"	6.96990998052061	20.1832677570172	"A"
"XA53"	2.1206341789104	24.1761026911438	"A"
"XA53"	23.971629624255	4.15991202956066	"B"
"XA53"	28.1440895966254	3.95107591859996	"B"
"XA53"	51.9299532159232	97.9767283800058	"B"
"control"	43.9240862318315	NA	"B"
"XA53"	7.97085105506703	46.0023552979343	"B"
"XA53"	100.084933693241	64.8864089976065	"B"
"XA53"	15.0832614663057	78.0807727268897	"B"
"XA53"	12.0452332443558	25.8929825040512	"A"
"XA53"	70.0772887541912	98.9286667920649	"B"
"XA53"	16.1297443433665	6.01617917725816	"B"
"XA53"	57.9897320535965	NA	"B"
"XA53"	33.9175933287479	81.8288127425127	"B"
"XA53"	83.8171236385591	82.1123756965622	"A"
"XA53"	80.1371629480273	34.9292097741738	"B"
"control"	66.0539699998684	57.8350391115993	"A"
"XA53"	37.9943073858507	21.8250832447782	"B"
"XA53"	73.8590459789149	92.8282213273458	"B"
"XA53"	30.8341740291566	22.1697409857064	"B"
"XA53"	13.9494607553817	42.028653267771	"B"
"XA53"	65.9946860230528	80.9496432821266	"A"
"XA53"	57.9280190357938	1.03244490651414	"A"
"XA53"	77.0837022540159	NA	"A"
"XA53"	20.0392884133384	18.1826183342375	"A"
"control"	41.1598217292689	44.8415132903494	"A"
"control"	55.9908303090371	41.0436778181232	"A"
"control"	53.0477225477807	28.9588630557992	"A"
"XA53"	18.8220743444748	38.9200126751326	"B"
"XA53"	76.955149063468	92.8675753105432	"A"
"XA53"	18.850214659702	6.88295920500532	"B"
"XA53"	84.0192850140855	NA	"B"
"control"	36.8089051341638	30.1926767502911	"A"
"XA53"	5.15392213352025	67.0845245800912	"A"
"control"	48.8546414238401	72.0325283079408	"A"
"XA53"	10.152255704347	53.9322514577769	"A"
"XA53"	69.9897881193087	89.8128022766672	"B"
"XA53"	10.0283256131224	43.1463910021819	"A"
"XA53"	4.05108106229454	24.8590185367502	"B"
"XA53"	95.8636645660736	36.8568099897355	"A"
"XA53"	12.0118047453463	44.9490798601881	"A"
"XA53"	21.9414110197686	64.0748946321197	"B"
"XA53"	69.002534604352	15.8051979268901	"B"
"XA53"	13.9215293989517	49.8706989539787	"A"
"control"	39.8662628524937	33.0066616569646	"B"
"control"	29.105192418769	70.051296654623	"B"
"XA53"	29.8108188150451	52.9367552335374	"A"
"XA53"	44.0286462805234	21.0473802496679	"A"
"XA53"	88.170143379271	6.93192943483591	"A"
"XA53"	65.8907349721529	26.878504385706	"B"
"XA53"	17.0004003934562	4.80239541195333	"A"
"XA53"	12.0831948363222	97.1004704604857	"B"
"XA53"	51.1807636672631	10.8365790722892	"B"
"XA53"	32.1690202524886	26.1813160279766	"A"
"XA53"	63.8263564161956	91.0484999169596	"A"
"XA53"	5.96333611765876	3.92445286465809	"B"
"XA53"	28.0628970561549	95.9360805700533	"A"
"XA53"	63.0585827263072	3.97269087657332	"B"
"XA53"	17.0261119875126	65.1204620410688	"B"
"XA53"	41.0831901201047	88.1092514103279	"B"
"XA53"	16.0910616070032	47.1620752454735	"B"
"XA53"	70.192554598581	84.8419106253423	"A"
"XA53"	56.1261358837597	55.1792990946211	"B"
"XA53"	1.03339743670076	38.9786672894843	"A"
"XA53"	8.98224627757445	87.9344993094914	"A"
"XA53"	86.8167738066986	5.06174741759896	"A"
"control"	72.0532960772514	77.0874099333771	"A"
"XA53"	6.05682760933414	94.0766432516277	"A"
"XA53"	67.0928993712179	98.8700450027361	"A"
"XA53"	16.8532248604111	5.91951950127259	"B"
"XA53"	78.8274113597348	80.0227340878919	"A"
"XA53"	21.1536676074378	71.9083070993424	"A"
"control"	42.1183602485806	50.1557092776522	"A"
"control"	42.893879306037	30.0202619275078	"A"
"XA53"	45.0373716074973	58.1723784019239	"A"
"control"	37.1361383914016	45.8901755393483	"B"
"XA53"	23.0349481288344	11.8597358115949	"A"
"control"	66.1977898792364	63.024365383666	"A"
"XA53"	39.827243616432	91.0343646026217	"A"
"XA53"	58.8164827735163	89.8985088787042	"B"
"XA53"	63.0532400615513	25.177559724357	"A"
"control"	46.1413306468166	62.9199686187319	"B"
"control"	65.910098202806	51.0666470235214	"B"
"control"	59.1532082797959	70.1401129778475	"A"
"XA53"	90.9324315031059	97.8481043003499	"B"
"XA53"	31.8934829468839	92.1813137680292	"B"
"XA53"	18.8011682204902	20.1951118755154	"B"
"XA53"	28.0388828181662	92.8418428066187	"B"
"XA53"	85.0521701719612	NA	"A"
"XA53"	85.8534400764853	18.8761495420709	"B"
"control"	36.9181531381793	35.9918020011857	"B"
"XA53"	85.1510183624923	68.8341179289855	"B"
"XA53"	90.0168468561955	77.9011203799397	"A"
"XA53"	81.050463302061	72.1911700113676	"A"
"XA53"	3.19658126980066	32.1178830614313	"A"
"XA53"	81.1166233167052	6.04077035794035	"B"
"XA53"	53.1537849184126	79.1150800591335	"A"
"XA53"	15.0625867705792	76.9937405101955	"B"
"XA53"	67.8232289162464	95.0871740743518	"B"
"XA53"	4.92608179356903	36.8187989167869	"B"
"XA53"	6.97324605267495	51.0153912836686	"B"
"XA53"	8.15439551956952	75.0959502550773	"B"
"XA53"	6.8818461323157	23.9395273107104	"A"
"XA53"	55.0232867602259	83.1626525149681	"B"
"control"	40.9623225532472	50.8607606505044	"A"
"XA53"	71.8000059453771	53.1734633312561	"A"
"XA53"	41.1721321162768	93.967656211555	"A"
"XA53"	39.1778524317779	80.1749526425265	"B"
"control"	58.1030660242774	63.0063479506411	"A"
"XA53"	61.833886463847	89.9009707164019	"A"
"XA53"	34.9406007505953	99.0359475662001	"A"
"XA53"	0.803905994910747	90.9175185378641	"B"
"XA53"	69.1681647384539	9.08068087212741	"B"
"XA53"	76.0212878501043	60.176783307828	"B"
"XA53"	33.9354788045399	97.1676329920068	"B"
"XA53"	41.8252094605938	91.9079759104177	"B"
"control"	49.8397554052994	62.1682883946225	"B"
"XA53"	17.1232752166688	17.1513757633045	"B"
"control"	63.8508375048637	70.1378292618319	"A"
"XA53"	21.8162432981655	83.848287982773	"B"
"XA53"	14.1390669614077	79.0854450064711	"B"
"XA53"	59.0000228831545	77.0132142526098	"B"
"XA53"	40.9928723849356	59.8633782410994	"B"
"XA53"	95.0024444886483	85.8003582836129	"A"
"XA53"	79.1897994330153	47.0923515317962	"A"
"XA53"	73.1890317004174	77.1620837045834	"B"
"XA53"	84.1461449344642	69.0633663329296	"B"
"control"	46.0550817913376	23.9187094285153	"B"
"control"	58.0473291405477	30.0459645616822	"B"
"XA53"	90.0815844851546	81.9365175529383	"B"
"XA53"	47.94234963255	82.1188060503453	"A"
"XA53"	29.1163125380874	98.0819295228459	"A"
"XA53"	93.0336095423438	41.8222526696511	"B"
"XA53"	51.8539314891212	35.0034649933688	"B"
"XA53"	67.9070580706932	85.0841605070047	"A"
"XA53"	29.9279896159656	89.198532088194	"B"
"XA53"	80.9002657448873	24.07081468869	"A"
"XA53"	98.8344190818258	66.0010934428312	"A"
"XA53"	98.0717155244201	17.0637036351487	"A"
"XA53"	72.0787966176867	10.1888337515295	"B"
"XA53"	13.8204543788917	24.0396069121547	"A"
"XA53"	38.0375279065222	79.0522857978009	"A"
"XA53"	81.8001848966815	64.8924842370674	"B"
"XA53"	99.1153874241747	64.9949548975565	"A"
"XA53"	5.91828942988068	95.0549947826192	"B"
"XA53"	6.80170758767053	19.0765569552779	"B"
"XA53"	79.9729326494969	59.1311314830557	"A"
"XA53"	25.1402598827146	49.0772660668008	"A"
"XA53"	57.970999446325	86.907833054848	"B"
"XA53"	77.9797850268893	100.121093880851	"B"
"XA53"	42.8554981584661	92.9023091381416	"A"
"XA53"	66.0742963981815	80.0820135573857	"A"
"XA53"	94.9851420483552	89.0133061145432	"B"
"control"	38.8577795494348	29.0322440787219	"A"
"XA53"	17.9572865886614	61.9188860731199	"A"
"XA53"	6.142697728239	81.801079931017	"B"
"XA53"	29.8225380533375	69.021590233501	"B"
"control"	29.0106678728946	70.9409734149463	"A"
"XA53"	60.9641887015663	98.9204151131213	"A"
"XA53"	1.98535357071087	99.1921726606786	"B"
"XA53"	21.0181616945192	NA	"B"
"XA53"	42.8227015254088	37.1008697050624	"A"
"XA53"	65.0662155524828	13.8460230895318	"A"
"XA53"	0.931622798461467	66.1732582344674	"B"
"XA53"	68.1301117862575	15.9224475201219	"B"
"XA53"	2.06518742013723	19.0732717175037	"A"
"XA53"	73.0355505927466	38.181808954291	"B"
"XA53"	98.0789538295008	60.1859560269862	"A"
"XA53"	75.1148845488206	87.0433102944866	"A"
"XA53"	16.9677258237265	30.0474445219152	"B"
"XA53"	54.1672211470082	72.9761678528041	"B"
"XA53"	39.900667541381	75.9385754364543	"A"
"XA53"	12.8673256793991	40.8268963228911	"B"
"XA53"	95.088929501269	42.9332955765538	"B"
"control"	49.1268257910386	24.0797700406983	"A"
"XA53"	39.145896273572	17.0211220054887	"B"
"XA53"	69.9523776307702	NA	"A"
"XA53"	91.9149148262106	58.8735609171912	"B"
"XA53"	17.8245320988819	35.9833357983269	"A"
"XA53"	15.080861905124	74.9072122892365	"B"
"XA53"	55.1865602477454	2.82266262955964	"B"
"XA53"	70.0336313385516	3.86697622751817	"B"
"XA53"	2.06766199972481	99.8387776950374	"A"
"control"	33.0133842506446	46.9869486750104	"A"
"XA53"	82.9439968655817	82.8367202757858	"B"
"control"	58.1254181959666	51.0469177795574	"A"
"control"	67.8684578245506	77.1495054289699	"A"
"XA53"	6.92514032041654	68.9811287775636	"B"
"XA53"	78.8458010821603	70.9048051740974	"B"
"XA53"	61.9794335825369	20.1003877718933	"B"
"XA53"	34.8597487959079	89.0832290279679	"B"
"XA53"	88.1944731992669	9.19986709132791	"B"
"control"	33.0224264757708	NA	"A"
"XA53"	51.1715044793673	84.0003913247026	"A"
"XA53"	20.1543390105478	28.1026932583191	"A"
"XA53"	81.1543611082248	63.1682500299998	"A"
"XA53"	11.16113181822	88.1587475934066	"A"
"XA53"	60.9796926023439	NA	"B"
"XA53"	52.1361320067197	41.0323679041117	"B"
"XA53"	82.196913329605	29.9369257789105	"A"
"control"	27.8849565687589	68.1282141749747	"A"
"control"	75.0987455264665	45.9824321677908	"B"
"XA53"	32.0132876363583	21.110627598688	"B"
"XA53"	75.0443565304391	64.0340755483136	"A"
"XA53"	65.0253080969676	5.9599707910791	"B"
"XA53"	26.8049427034333	1.06095034452155	"A"
"control"	34.0700491655618	59.0946631468832	"B"
"XA53"	6.10677153598517	73.0122824975289	"B"
"XA53"	45.0702859791927	75.1012973944657	"B"
"XA53"	90.1137294240296	16.8147902191617	"A"
"control"	64.8982976709492	69.0317935552448	"B"
"XA53"	57.8003018630668	83.0745480648242	"A"
"XA53"	84.8318170370534	66.8205518402159	"B"
"XA53"	3.95739506902173	80.8957673626952	"B"
"XA53"	66.0153633396141	86.8748130874708	"A"
"control"	47.8316165234894	31.0684958468191	"A"
"XA53"	11.1472515193745	1.86777053456753	"B"
"control"	42.0131666469388	44.9694826888852	"B"
"XA53"	67.0117319417186	80.8056957035325	"B"
"XA53"	99.0011763495393	2.14972361093387	"B"
"XA53"	77.8470211987384	20.1509800720029	"B"
"XA53"	77.1126019278541	46.9914344646968	"A"
"XA53"	9.19904217850417	3.9853280890733	"A"
"XA53"	26.1442342408933	62.1179288905114	"B"
"XA53"	79.9715886604972	85.8419290955178	"A"
"XA53"	43.8474538641982	93.0375067962334	"B"
"XA53"	100.10101080751	27.8797450448386	"B"
"XA53"	4.06076051238924	30.9481399412267	"B"
"XA53"	31.1851671759039	32.1971171722747	"B"
"XA53"	69.0701430305839	26.1056945669465	"B"
"XA53"	21.985816187039	61.9460424386896	"B"
"XA53"	33.0734178360552	78.937588731572	"A"
"XA53"	29.1173224962316	20.8661087932996	"A"
"XA53"	3.81429556915537	20.8931025066413	"A"
"XA53"	17.1701385864057	64.0438581733964	"A"
"control"	69.9396017726511	76.818197805807	"A"
"XA53"	73.1707904178649	5.18501464566216	"A"
"control"	38.058882341627	39.95865703905	"A"
"XA53"	41.8134573898278	15.8841988105327	"B"
"XA53"	0.861476219817996	3.89062674790621	"A"
"XA53"	21.0116211049259	23.1863055014052	"B"
"XA53"	25.0849948871881	80.8695095986128	"A"
"control"	58.9482097841799	27.0201300318353	"B"
"XA53"	10.1243538682349	45.089333906956	"A"
"XA53"	46.907502770517	55.8209459019825	"A"
"control"	64.0191326227039	53.9085164742544	"A"
"XA53"	83.9917092255317	76.8167658692226	"A"
"control"	64.8258404941298	58.8945472801104	"A"
"XA53"	8.05367936147377	86.1770893630572	"A"
"XA53"	5.80628883522004	79.0962628727779	"A"
"control"	71.8047097129747	55.103866570536	"A"
"XA53"	55.9478814973496	89.0998030642047	"A"
"XA53"	67.0206865406595	11.0664646561258	"A"
"XA53"	79.0237233970314	32.8421411700547	"B"
"XA53"	92.9620085622184	6.15712363794446	"A"
"XA53"	78.859249394387	62.8805516031571	"B"
"XA53"	57.1640992384404	11.9864709650166	"B"
"XA53"	3.93362939581275	67.1018760202453	"A"
"XA53"	11.1156553335488	60.8202945730649	"A"
"control"	46.1988186687231	32.028799020499	"A"
"XA53"	63.9219162198715	94.8878786996007	"A"
"XA53"	76.8273344173096	26.1613761873916	"B"
"XA53"	5.1964788114652	86.9143750579096	"A"
"control"	74.1559364432469	46.9221227486618	"B"
"control"	54.9406424752437	24.8019231676124	"B"
"XA53"	81.8621814411133	83.89266290823	"B"
"XA53"	96.0580066761002	9.00317060211673	"B"
"XA53"	36.8755676598288	4.16411737678573	"A"
"XA53"	17.1259965999052	30.912857348565	"B"
"XA53"	7.99329600203782	37.055714953877	"A"
"XA53"	85.1786670058034	57.0401347364299	"B"
"XA53"	1.91939471429214	79.1872879143804	"B"
"XA53"	43.1995384406298	70.9700517793186	"A"
"XA53"	22.9527641532943	3.15177817838266	"B"
"XA53"	17.0378359571099	77.8054958857596	"A"
"XA53"	25.034011081513	88.9675343870185	"A"
"XA53"	95.9527143656276	86.8858352604322	"A"
"XA53"	32.0412735505961	13.8687335738912	"B"
"XA53"	39.9443616703153	83.0427907058038	"B"
"XA53"	7.17230464220047	59.0098687950522	"B"
"XA53"	92.8322267162614	11.9952025383711	"B"
"XA53"	8.17600624794141	17.049244034756	"B"
"XA53"	82.8467208813876	97.9062909282744	"A"
"XA53"	37.8362958715297	16.9471104537137	"A"
"XA53"	94.8434160390869	86.9863753826357	"B"
"XA53"	28.8524163476191	50.9093501777388	"B"
"XA53"	84.9243411643431	55.9158396867104	"B"
"XA53"	83.9124782866798	98.0553527229466	"B"
"XA53"	23.8507212623954	24.1733222707175	"A"
"XA53"	91.8420669286512	96.9460638691671	"A"
"XA53"	15.0811581108719	8.06686494126916	"B"
"XA53"	30.8562055166811	67.8618077958934	"B"
"XA53"	3.01811864487827	89.0849847965874	"A"
"XA53"	84.1422197640873	5.03182712113485	"B"
"XA53"	83.021597725898	85.804677095823	"A"
"control"	67.9621492830105	38.8338238772936	"A"
"control"	37.9395289242268	71.0010107997805	"A"
"XA53"	28.1113579317927	8.13409251319245	"A"
"control"	36.9192020221613	NA	"B"
"XA53"	45.8163146773353	74.1668124875985	"A"
"XA53"	97.0175993346609	26.1557911434211	"B"
"control"	61.9994117622264	59.8154696201906	"A"
"XA53"	43.0974307506345	88.8335680411197	"B"
"XA53"	74.9881895195693	75.9239130087197	"A"
"XA53"	7.96675023809075	10.9413930158131	"B"
"control"	59.8722060792148	62.0436847580597	"A"
"XA53"	88.900149865821	23.8246461630799	"B"
"XA53"	69.1467569501139	88.9012178212404	"A"
"XA53"	89.8734981607646	41.874437352363	"A"
"XA53"	16.9782532420941	84.9579387214966	"A"
"XA53"	88.12519733347	39.8220239050686	"A"
"XA53"	85.0481219705194	83.0886543953791	"B"
"XA53"	7.80582583174109	72.1775063380599	"B"
"XA53"	46.9610896152444	13.8940435027704	"A"
"control"	53.8200285211205	64.1676827892661	"B"
"XA53"	11.8854129801504	84.8355683894828	"A"
"XA53"	66.1687432127073	78.8891365612857	"B"
"XA53"	34.9293426098302	97.1101033541374	"A"
"XA53"	30.8525098949671	22.9621623854153	"A"
"XA53"	44.8549239689484	19.9859088746831	"A"
"XA53"	66.1197082373314	93.8188135861419	"B"
"XA53"	16.05195293203	7.1532273247838	"B"
"XA53"	12.1986723968759	9.04253928018734	"B"
"XA53"	3.17829616712406	6.90729370666668	"B"
"XA53"	22.9029857349582	27.1158251068555	"A"
"XA53"	61.080742601864	13.0651639448479	"B"
"XA53"	8.96091562537476	5.98399523217231	"B"
"XA53"	92.1582352284342	68.1129110047594	"B"
"XA53"	22.1988785136491	26.9091836282052	"B"
"XA53"	78.8226505683735	69.9043369683437	"A"
"XA53"	81.1296581156552	82.1539446933195	"A"
"XA53"	45.8209870186634	21.1531670426019	"B"
"XA53"	39.9525593515486	38.0309419321828	"B"
"XA53"	58.856900648959	5.01565701365471	"A"
"XA53"	11.0012973965146	91.0533399009146	"B"
"XA53"	67.0057821699418	20.1996350268833	"A"
"XA53"	5.82933247415349	30.0048180203885	"B"
"XA53"	35.8813347577117	31.154038981162	"A"
"XA53"	85.1897797492333	73.8676459472626	"A"
"XA53"	88.8083288025111	85.8703695432283	"B"
"control"	67.1336222344078	70.955717500113	"B"
"XA53"	58.1125504175201	20.1603957450949	"B"
"XA53"	91.8958700037561	75.8126653956249	"A"
"XA53"	39.1547410202213	19.8633003623225	"B"
"XA53"	93.8794735299423	34.816642372217	"B"
"control"	54.9460173455998	48.857604877837	"B"
"XA53"	55.0105981965549	21.0238985129632	"A"
"XA53"	13.005331726186	25.8227944940329	"B"
"control"	28.8434489417821	63.824884916842	"B"
"control"	37.00962697668	68.0723300204612	"A"
"XA53"	99.1464605835266	9.82529800841585	"A"
"XA53"	33.8839873245917	17.8678360142745	"B"
"XA53"	90.0403070207685	23.8606861066073	"A"
"XA53"	1.80116010764614	75.8739978705533	"A"
"XA53"	39.1298259886913	12.8812390821055	"B"
"XA53"	80.1647961706854	77.8581264005974	"A"
"control"	39.8924067704007	31.0146856535226	"A"
"XA53"	85.9792127287947	79.1878705084324	"B"
"XA53"	64.0508017987013	19.8169366615824	"B"
"XA53"	25.0977562388405	5.85891907475889	"A"
"XA53"	17.8564871388488	41.0218642975204	"A"
"XA53"	12.0698834113777	74.8252466237172	"B"
"XA53"	99.8089568265714	85.9260439471342	"A"
"XA53"	92.8064883851446	1.98150002202019	"A"
"XA53"	81.064633537177	9.01426639836282	"B"
"XA53"	37.0698444627225	94.0646853826009	"A"
"XA53"	58.1040928080678	36.9163491283543	"B"
"XA53"	43.9874796918593	87.1142176398076	"A"
"XA53"	58.9726483357139	72.8418988531455	"A"
"XA53"	33.0877520451322	26.1471883969381	"B"
"XA53"	14.8398952560499	64.1758876251057	"B"
"XA53"	3.18446459583938	35.8993541910313	"B"
"XA53"	14.861985838227	89.9378071449697	"B"
"XA53"	26.8037291027606	74.8025425454602	"B"
"XA53"	38.8410701200366	91.8876734280027	"B"
"control"	48.8847689516842	56.8728225622326	"A"
"XA53"	3.12658899212256	4.04881263012066	"A"
"XA53"	92.9181641677394	75.8972517549992	"B"
"XA53"	18.8297213309444	21.8071045692079	"B"
"XA53"	52.835896669887	1.82310309456661	"A"
"XA53"	10.9976488555782	52.1556527822278	"A"
"XA53"	37.0811304128729	4.86271968502551	"B"
"XA53"	14.0858404734172	93.0583471394144	"A"
"XA53"	73.8286799211055	48.907590455655	"B"
"XA53"	60.8748365357518	20.9132946410216	"B"
"control"	49.8108987352811	55.1345733416267	"A"
"XA53"	89.0511172938161	66.0245155930519	"A"
"XA53"	98.9260527175851	16.185164516326	"B"
"XA53"	11.8934340434149	72.9506279223599	"A"
"XA53"	4.93121825680137	10.1424366638064	"B"
"XA53"	77.1440602951683	95.1338464166969	"B"
"XA53"	7.08261640071869	83.0412225685082	"A"
"XA53"	30.1857264631428	78.9471996663138	"B"
"XA53"	49.8551291653886	95.1444958342239	"A"
"XA53"	17.8172869957983	42.8434057731181	"B"
"XA53"	9.84132699044421	17.9202753553167	"B"
"XA53"	10.1329783849418	21.9869797975756	"A"
"XA53"	8.06172364540398	49.9951427910477	"B"
"XA53"	44.064636840485	99.8941396284849	"A"
"XA53"	25.1484794617631	17.0225798724219	"B"
"control"	54.1989732645452	47.9104134122841	"B"
"XA53"	74.804321274627	16.1203191087581	"A"
"control"	55.9452182278037	50.8497655663639	"B"
"XA53"	56.1616639154963	95.1016410198994	"B"
"XA53"	3.80585024766624	69.993374640774	"B"
"control"	34.9677699136548	51.894519729726	"B"
"XA53"	21.1937928201631	79.8314181198366	"A"
"XA53"	8.14432492824271	NA	"B"
"XA53"	66.9093222118914	100.193495165929	"B"
"XA53"	22.1743901724927	53.1545017137192	"A"
"XA53"	18.8923475617543	62.9951724744402	"B"
"control"	33.8180477774702	61.9267245432362	"B"
"XA53"	92.9083565455861	97.9538450188004	"B"
"XA53"	31.8632919352502	6.08445038022473	"B"
"XA53"	18.9196804568172	30.0918647818267	"B"
"XA53"	39.1298980172724	85.1896498140879	"B"
"XA53"	25.0086746998131	85.0064888260327	"B"
"control"	61.0235343403183	69.9178681669757	"B"
"XA53"	46.9522214261815	76.0052206909284	"A"
"control"	69.9468493020162	62.9012879794464	"A"
"XA53"	51.8510768949054	20.9414495194331	"A"
"control"	51.0452998574823	49.8797542839311	"A"
"XA53"	39.9418617746793	12.8175344139338	"A"
"XA53"	72.027550833486	1.12022779127583	"A"
"XA53"	96.8310961863026	23.8510517847724	"B"
"XA53"	90.9260228052735	60.8886692980304	"B"
"XA53"	5.97103611165658	67.1482891598716	"B"
"XA53"	14.9918784709647	17.1195401560515	"B"
"XA53"	9.1398506488651	84.9632760187611	"A"
"XA53"	41.9983494193293	99.9679738602601	"B"
"XA53"	52.098609448038	5.179046778474	"A"
"XA53"	95.0324792374857	58.8392916568555	"B"
"XA53"	81.161535999272	60.8802177006379	"B"
"control"	62.9807163007557	40.17088155495	"A"
"XA53"	47.8643202821724	3.0265360949561	"A"
"XA53"	39.8952170660719	83.9499575651251	"B"
"XA53"	79.8875947222114	7.04614494834095	"B"
"XA53"	42.8352459836751	35.9549587091431	"A"
"XA53"	54.9944761310704	NA	"A"
"XA53"	60.1891552329995	76.9537506418303	"B"
"XA53"	17.1912683925591	74.8056828268804	"B"
"control"	40.086146264337	38.8054560721852	"A"
"XA53"	58.1498808269389	48.0054930346087	"A"
"XA53"	60.9398252054118	46.8382835052907	"B"
"XA53"	97.8787054459564	100.187836660165	"A"
"XA53"	58.0303722575307	73.1114224584773	"B"
"XA53"	85.8527029244229	33.0742355925962	"A"
"XA53"	90.815648730658	24.0801408972591	"B"
"XA53"	96.1076273676939	80.8752394784242	"B"
"control"	41.8462457894348	67.0618185285479	"A"
"XA53"	15.9058093914762	59.1019939826801	"B"
"XA53"	19.9446891224943	51.1376279837452	"A"
"XA53"	54.8305247502401	30.1859090521932	"B"
